id,timestamp,duration,data,app
87,2025-02-10 13:58:46.874000+00:00,0.143,"{'app': 'explorer.exe', 'title': ''}",explorer.exe
85,2025-02-10 13:58:06.619000+00:00,40.197,"{'app': 'chrome.exe', 'title': 'RescueTime Data Visualization - Google Chrome'}",chrome.exe
86,2025-02-10 13:58:06.619000+00:00,10.254,"{'app': 'chrome.exe', 'title': 'RescueTime Data Visualization - Google Chrome'}",chrome.exe
84,2025-02-10 13:58:06.454000+00:00,0.0,"{'app': 'unknown', 'title': ''}",unknown
80,2025-02-10 13:57:53.294000+00:00,12.84,"{'app': 'WindowsTerminal.exe', 'title': 'C:\\Windows\\System32\\cmd.exe - pip  install requests pandas matplotlib seaborn plotly torch torchvision scikit-learn'}",WindowsTerminal.exe
81,2025-02-10 13:57:53.294000+00:00,10.25,"{'app': 'WindowsTerminal.exe', 'title': 'C:\\Windows\\System32\\cmd.exe - pip  install requests pandas matplotlib seaborn plotly torch torchvision scikit-learn'}",WindowsTerminal.exe
82,2025-02-10 13:57:53.294000+00:00,10.25,"{'app': 'WindowsTerminal.exe', 'title': 'C:\\Windows\\System32\\cmd.exe - pip  install requests pandas matplotlib seaborn plotly torch torchvision scikit-learn'}",WindowsTerminal.exe
83,2025-02-10 13:57:53.294000+00:00,10.25,"{'app': 'WindowsTerminal.exe', 'title': 'C:\\Windows\\System32\\cmd.exe - pip  install requests pandas matplotlib seaborn plotly torch torchvision scikit-learn'}",WindowsTerminal.exe
79,2025-02-10 13:57:51.254000+00:00,1.724,"{'app': 'WindowsTerminal.exe', 'title': 'C:\\Windows\\System32\\cmd.exe'}",WindowsTerminal.exe
76,2025-02-10 13:57:50.819000+00:00,0.111,"{'app': 'explorer.exe', 'title': ''}",explorer.exe
77,2025-02-10 13:57:50.819000+00:00,0.0,"{'app': 'explorer.exe', 'title': ''}",explorer.exe
78,2025-02-10 13:57:50.819000+00:00,0.0,"{'app': 'explorer.exe', 'title': ''}",explorer.exe
74,2025-02-10 13:57:39.313000+00:00,11.401,"{'app': 'chrome.exe', 'title': 'RescueTime Data Visualization - Google Chrome'}",chrome.exe
75,2025-02-10 13:57:39.313000+00:00,10.227,"{'app': 'chrome.exe', 'title': 'RescueTime Data Visualization - Google Chrome'}",chrome.exe
71,2025-02-10 13:57:37.932000+00:00,1.254,"{'app': 'chrome.exe', 'title': 'moulyajanjarla/RescueTime-Visualization - Google Chrome'}",chrome.exe
72,2025-02-10 13:57:37.932000+00:00,1.025,"{'app': 'chrome.exe', 'title': 'moulyajanjarla/RescueTime-Visualization - Google Chrome'}",chrome.exe
73,2025-02-10 13:57:37.932000+00:00,1.025,"{'app': 'chrome.exe', 'title': 'moulyajanjarla/RescueTime-Visualization - Google Chrome'}",chrome.exe
68,2025-02-10 13:57:34.054000+00:00,3.382,"{'app': 'WindowsTerminal.exe', 'title': 'C:\\Windows\\System32\\cmd.exe'}",WindowsTerminal.exe
69,2025-02-10 13:57:34.054000+00:00,3.201,"{'app': 'WindowsTerminal.exe', 'title': 'C:\\Windows\\System32\\cmd.exe'}",WindowsTerminal.exe
70,2025-02-10 13:57:34.054000+00:00,3.079,"{'app': 'WindowsTerminal.exe', 'title': 'C:\\Windows\\System32\\cmd.exe'}",WindowsTerminal.exe
64,2025-02-10 13:57:29.965000+00:00,3.522,"{'app': 'explorer.exe', 'title': 'Rescuetime Visualization - File Explorer'}",explorer.exe
